efta_number,page_number,inspection_type,doc_type,severity,description,flags,timestamp
EFTA02540965,0,name_redaction,email,medium,Current version redacts names in the To field and forwarded message headers. Travel itinerary email about Joscha Bosch schedule change for BACH/JOSCHA flights to/from has expanded header redactions.,,1772695986
EFTA02541014,1,name_redaction,other,low,Current version applies small redactions over a few names in what appears to be a scientific/intellectual notes page; original showed names like 'gaynor deepik church martin' etc. slightly more visible.,,1772695986
EFTA02542736,0,name_redaction,email,medium,Original showed visible sender/recipient names in email headers; current version has black redaction bars over personal identifiers in the From and To fields.,,1772696995
EFTA02542798,0,name_redaction,email,medium,Black redaction bars applied over the To email address in the header and over names in quoted messages. Original showed names of correspondents including Nina K.,,1772696995
EFTA02543230,0,name_redaction,email,medium,Email with dense philosophical/scientific stream-of-consciousness notes: current version adds partial black bar redactions over several names mentioned in the text body.,,1772695986
EFTA02543909,0,partial_redaction,email,low,Email from Jeffrey Epstein about plane problem and staying until three. Both versions appear very similar with same redaction patterns. Very minor rendering differences in how email addresses appear.,,1772695399
EFTA02544173,0,partial_redaction,email_social,medium,"Email from Jeffrey E. Jan 3 2018. Re Happy New Year. References Spyros Niarchos, Jelitze Negrete, 'beautiful Venezuelan girl.' Margherita Della Spina mentioned. Epstein asks 'is there a new boy?' and 'details? just you and me.' Original shows 'Margherita' name. Current version adds more redaction bars over some names in forwarded messages but Spyros Niarchos and key conversation content remain.",agent_batch_007,1772672472
EFTA02544617,0,partial_redaction,email_social,medium,"Same email thread as EFTA02544173 but different EFTA rendering. Happy New Year 2018. References Flavio Briatore, Fellini, DeNiro, Naiomi in apartment. 'SO MUCH FUN.' Spyros Niarchos 'Don't tell anyone.' Original shows more names/emails. Current version adds redaction bars. High-profile names (Niarchos, Briatore, DeNiro) remain visible.",agent_batch_007,1772672472
EFTA02547462,0,name_redaction,email,medium,Email from Nina K to Jeffrey Epstein about meeting with president. Original shows Nina K's full name and email. Current version redacts some of the visible name/email references in the forwarded chain and partially obscures the email address in the From field.,,1772695399
EFTA02547648,1,name_redaction,email,medium,Current version adds black redaction bars over names and email addresses in the forwarded message headers. Personal identifiers that were visible in original are now obscured.,,1772713228
EFTA02548864,0,body_blackout,prusakova_email,medium,"Prusakova 'Education Program' email — email body/essay content blacked out, headers preserved. Batch-classified from established pattern. pct_changed=7.3%","prusakova_cluster,education_program,batch_classified",2026-03-04 18:47:11
EFTA02548882,0,name_redaction,email,medium,"Current version redacts the To recipient email address (was ""nadja2102@yahoo.com"") in both the header and inline quoted message with black bars. Original showed full email address of Nadia visibly.",,1772695986
EFTA02548949,0,name_redaction,email,medium,Current version adds black redaction bars over sender/recipient names and email addresses in the header fields. Email body content remains largely the same.,,1772713228
EFTA02548967,0,partial_redaction,email,medium,Email document. Current version adds additional black bar redactions over personal identifiers (names and email addresses) while preserving the body content and general structure of the communication.,agent_batch_005,1772672472
EFTA02549001,0,name_redaction,email,medium,Email from Epstein to nadja about stone crabs and Miami flight plans: current version redacts partial name references in body text with black bars.,,1772695986
EFTA02549146,0,name_redaction,email,medium,Email from Epstein to nadja2102 about flight: current version redacts recipient email in To field and some partial names; content about sleeping/flight arrival remains.,,1772695986
EFTA02549177,0,name_redaction,email,medium,"Current version redacts the sender name (""elen_lana"") from the From field and adds redaction in the email chain. The original showed the hotmail address; current version blacks out portions.",,1772695986
EFTA02549179,0,name_redaction,email,medium,Email from Epstein to nadja2102 about birthday: current version redacts To: recipient name/email and removes original email address; partial name redactions in body.,,1772695986
EFTA02549197,0,partial_redaction,email,medium,"Email from Epstein to associate (ninaketa@hotmail.com) about visiting Kazakhstan. Original shows full email addresses and recipient name. Current version redacts some names and addresses. Content about visiting Kazakhstan for economic/foreign ministers meeting on 13-15, copying Nina, wanting to see country and opportunities.",agent_batch_006,1772672472
EFTA02549224,0,name_redaction,email,medium,Current version redacts sender name from the From field in the email chain; original showed the sender name 'Elen capri' visible.,,1772695986
